DATE,TIME,OPEN,HIGH,LOW,CLOSE,
10 Jan 2017,15:29:00,13945.95,14000.00,13943.25,14000.00,
10 Jan 2017,15:28:00,13920.00,13999.00,13920.00,13932.95,
10 Jan 2017,15:27:00,13940.00,13940.00,13925.10,13939.95,
10 Jan 2017,15:26:00,13919.00,13950.00,13916.55,13924.00,
10 Jan 2017,15:25:00,13950.00,13950.00,13914.60,13924.95,
10 Jan 2017,15:24:00,13925.45,13954.20,13923.85,13954.20,
10 Jan 2017,15:23:00,13925.45,13939.00,13924.80,13927.00,
10 Jan 2017,15:22:00,13960.55,13960.55,13904.10,13905.70,
10 Jan 2017,15:21:00,13986.50,13986.50,13960.55,13961.85,
10 Jan 2017,15:20:00,13995.95,13995.95,13984.20,13987.45,
10 Jan 2017,15:19:00,13999.90,14000.00,13982.20,13997.90,
10 Jan 2017,15:18:00,13998.35,14000.00,13996.85,14000.00,
10 Jan 2017,15:17:00,14013.35,14094.00,13997.05,14000.00,
10 Jan 2017,15:16:00,13999.90,14013.35,13993.05,14013.35,
10 Jan 2017,15:15:00,13983.90,14000.00,13983.90,13984.90,
10 Jan 2017,15:14:00,13993.05,13999.80,13993.05,13999.75,
10 Jan 2017,15:13:00,13991.40,14000.00,13983.90,13993.10,
10 Jan 2017,15:12:00,13980.00,13999.75,13980.00,13999.75,
10 Jan 2017,15:11:00,13977.45,13997.95,13977.45,13987.85,
10 Jan 2017,15:10:00,13985.75,13985.75,13976.75,13977.45,
10 Jan 2017,15:09:00,14000.00,14000.00,13985.75,13985.75,
10 Jan 2017,15:08:00,13999.90,14000.00,13999.90,14000.00,
10 Jan 2017,15:07:00,13999.95,13999.95,13952.75,13999.90,
10 Jan 2017,15:06:00,13996.60,13996.60,13996.60,13996.60,
10 Jan 2017,15:05:00,13996.60,13996.60,13996.60,13996.60,
10 Jan 2017,15:04:00,13986.45,14010.00,13986.45,14000.00,
10 Jan 2017,15:03:00,13958.40,13984.80,13958.40,13984.80,
10 Jan 2017,15:02:00,13931.30,13955.25,13931.30,13954.75,
10 Jan 2017,15:01:00,13953.90,13969.65,13950.00,13950.00,
10 Jan 2017,15:00:00,13981.55,13981.55,13954.65,13954.65,
10 Jan 2017,14:59:00,13981.60,13981.60,13981.60,13981.60,
10 Jan 2017,14:58:00,13981.55,13981.55,13970.00,13970.00,
10 Jan 2017,14:57:00,13970.00,13981.60,13970.00,13970.00,
10 Jan 2017,14:56:00,13970.05,13970.05,13970.00,13970.00,
10 Jan 2017,14:55:00,13981.60,13981.60,13970.05,13981.55,
10 Jan 2017,14:54:00,13970.00,13981.55,13970.00,13981.55,
10 Jan 2017,14:53:00,13970.00,13970.00,13970.00,13970.00,
10 Jan 2017,14:52:00,13970.00,13970.00,13970.00,13970.00,
